,Age,CC_Count,Gender,ER_Count,CC_Arthritis,CC_Asthma,CC_Atrial_Fibrillation,CC_Autism,CC_Cancer,CC_COPD,CC_Dementia,CC_Depression,CC_Diabetes,CC_Heart_Failure,CC_Hepatitis,CC_HIV_AIDS,CC_Hyperlipidemia,CC_Hypertension,CC_Ischemic_Heart_Disease,CC_Kidney_Disease,CC_Osteoporosis,CC_Schizophrenia,CC_Stroke,ER_Copay,PCP_Copay,IP_Visits,Variance
0,0.004155620072407935,0.00036161935813966363,5.844292626055749e-05,0.011199337227978688,7.508727702965977e-06,5.534603859311747e-05,2.923662443041063e-05,3.247590917065081e-06,2.573427855581138e-05,2.8035200168168003e-05,2.676986025315747e-06,2.275726510384963e-05,5.942154945256557e-06,4.1488502306349225e-05,5.0777635355488675e-06,1.4821347139281889e-06,2.596440482592499e-05,2.5184576615257106e-05,6.026749880519479e-05,5.561212679230446e-06,1.3791783269860117e-05,1.491873555921765e-05,5.4375935620268354e-05,0.9797854528460929,0.19969363533230114,0.0002716587567281563,0.9311706295995722
1,0.9950713991122782,0.05487815998523407,0.0003857492428424516,0.05160870013165041,0.0017086346394035476,0.005157631418478168,0.002585247796095061,0.00141875625458553,0.0022322176792072103,0.003969714938455456,0.0013374310640715179,0.0031183469038920516,0.002432137665296343,0.0054534349339870015,0.001281887258992044,0.0008320039272932907,0.004308983321898455,0.004722762610213607,0.004445464083490177,0.0026308799501895204,0.0019138734926556944,0.0009540016956989535,0.004374750351330431,0.0045346379113676595,0.004243801425850225,0.06260503017514296,0.054115820719428005
2,0.008087191310836536,0.001290727413681897,0.0008884241910850013,0.06092984830185665,0.0002470061086989855,0.000624984359804409,0.0001747734391987549,0.00034354469153937886,1.223159772158558e-06,0.0001363696823523526,4.158668376475159e-05,0.0002529548500506326,3.101792780734019e-05,0.00020772800421267208,0.00032440803555993156,0.00011395852814590573,0.00038637922629168386,3.7142784574852776e-05,0.00037428413639925567,3.560578312530193e-05,0.00011671507445200435,0.00023494363966157224,0.00017338816077939754,0.19862737146321433,0.9781433402039985,0.001109602906704785,0.012926104497112564
3,0.0876568896428993,0.12697278387330446,0.003358055046041313,0.5939335908158482,0.001150509357240326,0.02001847641656614,0.0021464755179556507,0.004829727708317466,0.005697137569474078,0.016555263124478248,0.0015936999235099203,0.007860406056485247,0.003427397880601953,0.01034055614459434,0.002050414648820659,0.0019439461553549385,0.010751838078247433,0.012556057689751128,0.0064934895359324216,0.004638220494571789,0.00329183276774679,0.0021380870043519553,0.009489247799304492,0.013788093297020129,0.03383842163513688,0.7878583262630771,0.0008191068206639716
4,0.00402612601709996,0.019723673574259398,0.0012662503534984248,0.7942707783651176,0.0016344770402452406,0.00572629458066061,5.513066655519279e-05,0.00042864805139722844,0.0017179947471629533,0.0035358211089831144,0.002069421086373183,0.00037379735187753523,0.002008862165280851,0.002776207053412607,0.0016303268874298987,0.0005977787912203297,0.003203852004973698,0.0017422151729475286,0.002410334678244176,0.002031935237027648,0.0005251491382344946,0.0010033755145122288,0.0015283630342618733,0.018705545177832718,0.04636609592933757,0.6050869709585525,0.0004441968663887845
5,0.045225545068044125,0.9598341135442919,0.0005084668230098776,0.09853182267563934,0.02918914098379599,0.0893944819409393,0.038915513920715156,0.036755587313987294,0.04425783239552528,0.060520211110638905,0.023972636107322053,0.06491753407864391,0.046467797636611706,0.08598894986279339,0.02546339645859176,0.024283472143878836,0.07847364707485983,0.07766454048786568,0.05843242196857442,0.036436508998922056,0.03437347209828067,0.0266949779780557,0.07763199098429273,0.0026182059287482937,0.006528180703670716,0.09566350822188112,0.00023059480487341735
6,0.0007032967591120326,0.0005334828468057658,0.9999386814111927,0.002919221934901913,2.2723916192593393e-05,0.007204340828532992,0.002482512437167108,0.0023183508520364794,0.0019767024819102247,0.0003160121166103033,0.0017699799744022567,0.0031647069964323682,0.0004113511181271762,0.00021348643347744256,0.00034862391033961375,0.0001369806580267057,0.001437706740125569,0.0004359310468289832,0.0011705588665972026,0.0013213717570869769,0.004796410379623605,0.000503018964595489,0.0003492893342028268,5.099702982329298e-05,0.0007163652518026389,0.0017639538018228824,9.768656730206944e-05
7,0.0007626208472266768,0.010671222515242352,0.006024933404633044,0.007618000829830322,0.018009648421898953,0.6571146982997411,0.03129310166155108,0.02089390481303832,0.03156893270608693,0.485300505210059,0.003978948119583472,0.04400290736373171,0.031694942344045705,0.07764725029967594,0.014585355411452602,0.007798695433227327,0.36660420238048963,0.41066182868205725,0.12315695988547731,0.03493538481495286,0.025385930661936208,0.013124359558705842,0.014250111805405754,0.00025396532442577063,0.0007272164840315869,0.005346891466818151,2.844544951428776e-05
8,0.0008259736631271412,0.024654063233861916,0.0015988102952007586,0.006608291529122229,0.02995059560772244,0.2921513372155164,0.10899677549746199,0.05327350246099119,0.09521593743557899,0.27129109247533617,0.018155412789068046,0.12268624682702016,0.05685273041921331,0.3997837088125947,0.0340126455505234,0.021664610741873855,0.4813217985345566,0.5160850863148966,0.2307925899344872,0.06124899269885852,0.047817403851834195,0.02647657636103214,0.2785756487859079,0.00017461025226419026,0.0005287328833994536,0.004708716548226602,2.3172664694133052e-05
9,0.0011987027658362296,0.012466425702872465,0.00269226286627924,0.0038655129973886966,0.010342374420053022,0.027351430473784973,0.0452703274421178,0.04075174844135138,0.09161827129803607,0.24751897008777857,0.0030776300659421563,0.7226128859230784,0.11433421277367618,0.2791531538739796,0.01253062347211967,0.016566227195279278,0.0610426579943098,0.12490493181911388,0.5309136845091685,0.06855417069963116,0.031121333766226902,0.049372006780888246,0.051810041210108154,0.0001263052180658625,0.0002734813315875329,0.00040821657905682103,1.607216747900047e-05
