,Age,CC_Count,Gender,ER_Count,CC_Arthritis,CC_Asthma,CC_Atrial_Fibrillation,CC_Autism,CC_Cancer,CC_COPD,CC_Dementia,CC_Depression,CC_Diabetes,CC_Heart_Failure,CC_Hepatitis,CC_HIV_AIDS,CC_Hyperlipidemia,CC_Hypertension,CC_Ischemic_Heart_Disease,CC_Kidney_Disease,CC_Osteoporosis,CC_Schizophrenia,CC_Stroke,ER_Copay,PCP_Copay,IP_Visits,Variance
10,0.00023713924289276727,0.05584581690614822,0.003503160590288875,0.0017636396038996944,0.047138437830678594,0.23030174743837475,0.09372234621520761,0.19254615316949547,0.5199387327975927,0.13342121499031517,0.029647849296120948,0.3984203552749152,0.2704539474333849,0.13697250119692975,0.05744257987694399,0.04134533181136509,0.041433063273035926,0.22263935540076227,0.31064481720671755,0.2230121515584641,0.12996974373621037,0.026357746483978345,0.368738578502874,0.00018205140765149602,0.0005293256298293915,0.0009418698696739195,1.446216738329659e-05
11,0.0002226151480316253,0.029031161912601383,0.00039922190114390993,0.0011309363769274963,0.006624722698892617,0.0858947245761041,0.14055764801117288,0.07231712198409744,0.08153955478842924,0.03210646194456471,0.015863353809686377,0.2418071392646908,0.1378558060175592,0.4730406709866435,0.008323376768315526,0.01202629131882076,0.5033169494102225,0.28855032592302216,0.4901609108800964,0.05660167579155472,0.05284862373393192,0.03053179529614815,0.2712634226854248,5.042490250388496e-05,0.00016753357050339654,0.0006848240380428987,1.3328955414951826e-05
12,4.263237071484333e-05,0.024187695736247947,0.0009819783886028488,0.0022122114660178553,0.022529211168579474,0.1208515047034955,0.012239473564760314,0.416417829953364,0.7655331531172493,0.06830399587038609,0.0196679681698676,0.05594183176140982,0.32464629938768785,0.04362984885214024,0.04875943668865912,0.0173605597276584,0.0400125568816356,0.15612286070211248,0.043886118826178135,0.17838641060850194,0.17225592468756362,0.019116522386600082,0.12954317539643023,7.713896449060855e-05,0.00033060212945080125,0.0005130459238168083,1.1840001628414907e-05
13,0.00015329580426084677,0.004540481425480558,0.00122434282633012,0.0003945022864931341,0.008523492566083396,0.034902219116676805,0.10364007473089322,0.10493176438403716,0.08011563128762463,0.04931636578566075,0.0035114809033922217,0.14956590307087814,0.018616874601738397,0.2219910713303563,0.0042302009124381024,0.01759094587581058,0.5497015295688914,0.5673226302576048,0.48107853103750997,0.07282949819806198,0.019155242058749782,0.018787890211573895,0.18509035871831525,0.00010314199243089026,0.000441758489395699,0.0014494241156390829,1.141569575861044e-05
14,0.000802753740635446,0.0018522925355271213,0.0018731912838980368,0.0010644902002846257,0.012842233432324428,0.03933815405255243,0.03099205041823823,0.8142998656740561,0.14694776894781084,0.06421476371547645,0.016524594210045665,0.019058859264215553,0.46284610312332486,0.03626920497859387,0.03572343369376316,0.0009607915380565837,0.026188697900168166,0.017423314013586055,0.02644578992192698,0.28192032495380853,0.09826043376920889,0.015389992025442273,0.00101881357055306,2.970051201778373e-05,0.00019179691596526427,0.0007994189774526283,1.0955965448585807e-05
15,0.00019667990331676726,0.011545987244524023,0.004244176043571814,0.0007658816917639161,0.05383089855294858,0.38981417979160615,0.271279606739117,0.1468117256782708,0.08989619401415999,0.48821512669486306,0.0006525064144121817,0.29739925941133566,0.35108012714849196,0.22120145220402088,0.013178551538744247,0.015615919864501086,0.0632146995939731,0.03560383827264942,0.09754597203776003,0.212638684268692,0.26402076840707145,0.058429050800147674,0.33052230604484617,4.829373669326022e-05,0.0001825280320665572,0.0013507881736758718,1.0233528958724461e-05
16,0.00010508842705234552,0.01802510895197069,0.002869885200931657,0.0021160110571559086,0.042368195443001314,0.3017920751103593,0.22766004360406816,0.09848249993088432,0.03932419167670103,0.4413523822544863,0.016695717236313454,0.15161562908587878,0.2003534913089274,0.14035591962373947,0.019036403925131545,0.00019470280750272963,0.04424926850621202,0.027901968870350766,0.005037440007457138,0.11552575413182675,0.7323661053408944,0.039070728296729425,0.10703519743047958,1.577315648091241e-05,1.0402860067870076e-05,0.0012645373689491692,9.451029452211001e-06
17,0.0003820919637525723,0.0008142583808935428,0.002576274140946825,0.0006090672516706644,0.006745548187817679,0.24628465027971044,0.6177488113757256,0.0035863677123363804,0.052283856434585496,0.27283870079186395,0.010213114816881568,0.10356484400336446,0.09223828679288769,0.13481657884621728,0.020281378072114435,0.00403191650861354,0.008166747865496359,0.0038090837663096386,0.07091965426013343,0.01517192987218083,0.45600734802362114,0.02000915860979263,0.47839501319855626,1.6989766087278663e-05,7.386365229664405e-05,0.001642689841127143,8.739084473412778e-06
18,0.0005054865773409546,0.02468015143555175,0.0004654420071983152,0.002446352288424272,0.055457797497176296,0.11973501742308486,0.33498742724093433,0.059110692779229375,0.09522596022598298,0.0671704497431726,0.021200664718202037,0.08486660444625728,0.4907378540757256,0.38502868051701433,0.11104133155565751,0.0037229660891118,0.007904717365376278,0.06516907052915526,0.019380438184303517,0.5946038427894862,0.1310403035563787,0.005170257966305958,0.2611043925020184,8.696052250131092e-05,0.0003274807865393506,0.0016064762598631556,7.622462815568305e-06
19,0.00011248264132070402,0.008148459388250597,0.002753098092543862,0.0005378309642201535,0.004971956161296286,0.15905067718203078,0.4803944575327306,0.004877435694726064,0.005460954521241982,0.13325047643025234,0.0026822162399880336,0.11097711592192941,0.294884448107181,0.3965713741791413,0.007676649728137795,0.015021678639003801,0.004898705559112198,0.023780457345036712,0.0030337501152376406,0.5429484426539012,0.04954010794222915,0.0018847206492344296,0.4139175337492972,3.916374649342874e-05,0.00023065859968214475,0.0022543008624898533,7.445650669047806e-06
20,0.000206056977675803,0.025784645090656724,0.0006829307585872191,0.00026622050743356414,0.047076416591652265,0.012968658149327468,0.11982292687972332,0.07518184864417643,0.058733543128320354,0.06592223535645471,0.027564176599265296,0.046511715597784276,0.06992894553200835,0.02296882381257251,0.9449900001196365,0.018935673201733286,0.04947220702366934,0.031529566655041974,0.05555492802062726,0.1964716805934892,0.11997836567633632,0.0012073724293550064,0.08894354878145382,7.739504390805205e-05,0.0003245140497674918,0.0017772831221569848,6.428116327666089e-06
21,9.092332426632525e-06,0.0337156034365467,5.123372125920502e-05,0.00404490588487188,0.8174758257296538,0.025071837963925134,0.15326944930830189,0.09303108891909725,0.09558574615128267,0.09364977128200216,0.31113574405066735,0.09890206650137531,0.08193326881373968,0.07885490486063107,0.17265179632993694,0.18252895240462086,0.06069130479276636,0.06446607809984874,0.06874846823599008,0.13723121110264672,0.17103173049091583,0.18066301742273383,0.06296921331866928,0.00013614865336900408,0.00041756828770916774,0.0005487976408528119,5.00400183939736e-06
22,0.00034614157442976255,0.025634140680661003,0.0015343318911449793,0.0014784017921747887,0.5063186537637124,0.03997009322827702,0.05007538914028719,0.05647360838341259,0.054678208759969975,0.04478453996594815,0.7260961236454547,0.05871037047121895,0.07596709124714332,0.049348472381663365,0.06178833906903234,0.30824324816359516,0.03805216499223439,0.03894904924192852,0.04694573197705913,0.06216640410580073,0.06771148445784898,0.2793978074305777,0.03616343737342982,1.9009855817086727e-05,1.8940303015803514e-05,0.00027760380978800647,4.167530474436158e-06
23,0.0005732077331983519,0.012352389033358408,0.0007329555208005653,0.0006989867792712743,0.09477736801993852,0.009010573105431512,0.040661779887824004,0.03956869004218061,0.03788898014392206,0.02499043724351995,0.5553717744245714,0.05834400185540207,0.034320428386810306,0.045575350345975936,0.02802787285842474,0.715041960546587,0.026217935150557252,0.017129981658136395,0.0030043417703475767,0.030861762675948392,0.046395138565877875,0.3927204040390268,0.0032635594173869146,3.496984654466112e-05,9.370420732238565e-05,0.0008875766157378199,3.8085123433000818e-06
24,0.0001524268984028944,0.0004894454631274516,4.925721495362742e-05,0.0006448496769288038,0.033745325962653075,0.0030941037819096867,0.033563680850849105,0.005906565585127336,0.005616042088557067,3.7348393201517787e-06,0.11487826153661652,0.05477978880922566,0.012357618626707556,0.008454731625758478,0.004604284489582242,0.5528662316304112,0.004783867514807571,0.0008623808538851538,0.020340459198226257,0.0058663296989261175,0.03850134753379759,0.8204165825377562,0.022713355802712706,4.51989874592118e-05,0.00020832080457613712,0.0005527322506322606,3.267139983844143e-06
