ZIP,STATECOUNTY
61820,17019
61821,17019
61822,17019
61824,17019
61825,17019
61826,17019
61847,17019
61864,17019
61866,17019
61871,17019
61873,17019
61874,17019
61877,17019
61878,17019
61880,17019
62517,17021
62531,17021
62540,17021
62555,17021
62556,17021
62567,17021
62568,17021
62570,17021
62477,17023
62858,17025
62879,17025
62218,17027
62219,17027
62230,17027
62245,17027
62252,17027
62266,17027
61931,17029
60004,17031
60005,17031
60006,17031
60008,17031
60009,17031
60016,17031
60017,17031
60022,17031
60025,17031
60026,17031
60029,17031
60038,17031
60043,17031
60053,17031
60055,17031
60056,17031
60062,17031
60065,17031
60067,17031
60068,17031
60070,17031
60076,17031
60077,17031
60078,17031
60082,17031
60091,17031
60093,17031
60095,17031
60104,17031
60130,17031
60131,17031
60141,17031
60153,17031
60154,17031
60155,17031
60159,17031
60160,17031
60161,17031
60162,17031
60163,17031
60164,17031
60165,17031
60168,17031
60169,17031
60171,17031
60173,17031
60176,17031
60179,17031
60193,17031
60194,17031
60195,17031
60196,17031
60201,17031
60202,17031
60203,17031
60204,17031
60208,17031
60301,17031
60302,17031
60303,17031
60304,17031
60305,17031
60402,17031
60406,17031
60409,17031
60412,17031
60415,17031
60418,17031
60419,17031
60422,17031
60425,17031
60426,17031
60428,17031
60429,17031
60430,17031
60438,17031
60443,17031
60445,17031
60452,17031
60453,17031
60454,17031
60455,17031
60456,17031
60457,17031
60458,17031
60459,17031
60461,17031
60462,17031
60463,17031
60464,17031
60465,17031
60469,17031
60472,17031
60473,17031
60476,17031
60478,17031
60480,17031
60482,17031
60499,17031
60501,17031
60513,17031
60525,17031
60526,17031
60534,17031
60546,17031
60558,17031
60601,17031
60602,17031
60603,17031
60604,17031
60605,17031
60606,17031
60607,17031
60608,17031
60609,17031
60610,17031
60611,17031
60612,17031
60613,17031
60614,17031
60615,17031
60616,17031
60617,17031
60618,17031
60619,17031
60620,17031
60621,17031
60622,17031
60623,17031
60624,17031
60625,17031
60626,17031
60628,17031
60629,17031
60630,17031
60631,17031
60632,17031
60633,17031
60634,17031
60636,17031
60637,17031
60638,17031
60639,17031
60640,17031
60641,17031
60642,17031
60643,17031
60644,17031
60645,17031
60646,17031
60647,17031
60649,17031
60651,17031
60652,17031
60653,17031
60654,17031
60655,17031
60656,17031
60657,17031
60659,17031
60660,17031
60661,17031
60666,17031
60668,17031
60669,17031
60670,17031
60673,17031
60674,17031
60675,17031
60677,17031
60678,17031
60681,17031
60682,17031
60684,17031
60685,17031
60686,17031
60687,17031
60688,17031
60689,17031
60690,17031
60693,17031
60694,17031
60695,17031
60697,17031
60699,17031
60701,17031
60706,17031
60707,17031
60712,17031
60714,17031
60803,17031
60804,17031
60805,17031
60827,17031
62433,17033
62451,17033
62454,17033
62464,17033
62468,17035
60111,17037
60112,17037
60115,17037
60150,17037
60550,17037
60556,17037
61727,17039
61735,17039
61750,17039
61777,17039
61778,17039
61919,17041
61941,17041
60101,17043
60106,17043
60108,17043
60117,17043
60122,17043
60137,17043
60138,17043
60139,17043
60148,17043
60157,17043
60181,17043
60186,17043
60187,17043
60188,17043
60189,17043
60190,17043
60191,17043
60199,17043
60514,17043
60515,17043
60516,17043
60519,17043
60522,17043
60532,17043
60540,17043
60555,17043
60559,17043
60561,17043
60563,17043
60566,17043
60569,17043
60598,17043
60599,17043
61924,17045
61932,17045
61940,17045
61949,17045
61955,17045
62806,17047
62815,17047
62473,17049
62011,17051
62418,17051
62471,17051
62880,17051
60933,17053
61773,17053
62812,17055
62819,17055
62822,17055
62825,17055
62840,17055
62856,17055
62865,17055
62874,17055
62891,17055
62897,17055
62983,17055
62999,17055
61427,17057
61431,17057
61432,17057
61433,17057
61441,17057
61477,17057
61519,17057
61524,17057
61542,17057
61543,17057
61553,17057
61563,17057
62871,17059
62954,17059
62979,17059
62984,17059
62016,17061
62027,17061
62050,17061
62078,17061
62092,17061
62098,17061
60444,17063
60474,17063
60479,17063
62829,17065
62859,17065
62313,17067
62321,17067
62329,17067
62334,17067
62336,17067
62341,17067
62354,17067
62358,17067
62380,17067
62919,17069
62982,17069
61425,17071
61437,17071
61469,17071
61471,17071
61480,17071
61233,17073
61235,17073
61238,17073
61241,17073
61258,17073
61274,17073
61419,17073
61468,17073
60912,17075
60924,17075
60926,17075
60928,17075
60930,17075
60931,17075
60938,17075
60939,17075
60945,17075
60951,17075
60953,17075
60956,17075
60966,17075
60967,17075
60970,17075
60973,17075
60974,17075
62903,17077
62927,17077
62940,17077
62942,17077
62950,17077
62966,17077
62975,17077
62994,17077
62459,17079
62475,17079
62480,17079
62816,17081
62846,17081
62864,17081
62872,17081
62894,17081
62898,17081
62022,17083
62028,17083
62030,17083
62031,17083
62037,17083
62052,17083
61001,17085
61025,17085
61036,17085
61041,17085
61059,17085
61075,17085
61085,17085
62909,17087
62995,17087
60109,17089
60110,17089
60118,17089
60121,17089
60123,17089
60124,17089
60134,17089
60136,17089
60144,17089
60147,17089
60175,17089
60177,17089
60183,17089
60505,17089
60507,17089
60510,17089
60539,17089
60542,17089
60901,17091
60910,17091
60913,17091
60914,17091
60915,17091
60944,17091
60954,17091
60958,17091
60969,17091
60512,17093
60536,17093
60560,17093
61402,17095
61428,17095
61430,17095
61436,17095
61439,17095
61448,17095
61458,17095
61467,17095
61485,17095
61488,17095
61572,17095
60002,17097
60030,17097
60031,17097
60035,17097
60037,17097
60040,17097
60041,17097
60044,17097
60045,17097
60046,17097
60047,17097
60048,17097
60060,17097
60061,17097
60064,17097
60069,17097
60073,17097
60075,17097
60079,17097
60083,17097
60084,17097
60085,17097
60086,17097
60087,17097
60088,17097
60096,17097
60099,17097
60549,17099
60557,17099
61301,17099
61316,17099
61325,17099
61332,17099
61341,17099
61348,17099
61350,17099
61370,17099
61371,17099
61372,17099
61373,17099
62417,17101
62439,17101
61057,17103
61310,17103
61318,17103
61324,17103
61331,17103
61367,17103
61378,17103
60460,17105
60920,17105
60934,17105
61313,17105
61319,17105
61741,17105
61743,17105
61764,17105
61769,17105
61751,17107
62518,17107
62519,17107
62541,17107
62634,17107
62643,17107
62656,17107
61411,17109
61416,17109
61422,17109
61455,17109
61470,17109
60012,17111
60014,17111
60034,17111
60039,17111
60071,17111
60072,17111
60097,17111
60098,17111
60156,17111
60180,17111
61701,17113
61702,17113
61704,17113
61705,17113
61709,17113
61722,17113
61724,17113
61730,17113
61736,17113
61737,17113
61753,17113
61758,17113
61761,17113
61770,17113
61772,17113
61776,17113
61790,17113
61791,17113
61799,17113
62514,17115
62521,17115
62522,17115
62523,17115
62524,17115
62525,17115
62526,17115
62532,17115
62535,17115
62537,17115
62549,17115
62551,17115
62554,17115
62573,17115
62009,17117
62014,17117
62023,17117
62033,17117
62085,17117
62093,17117
62626,17117
62630,17117
62672,17117
62674,17117
62685,17117
62001,17119
62010,17119
62018,17119
62024,17119
62025,17119
62026,17119
62034,17119
62040,17119
62046,17119
62048,17119
62058,17119
62061,17119
62062,17119
62067,17119
62084,17119
62087,17119
62090,17119
62095,17119
62097,17119
62273,17119
62281,17119
62807,17121
62849,17121
62870,17121
62881,17121
61369,17123
61375,17123
61424,17123
61537,17123
61540,17123
61541,17123
61532,17125
61567,17125
62617,17125
62633,17125
62655,17125
62953,17127
62642,17129
62659,17129
62688,17129
61231,17131
61263,17131
61276,17131
61442,17131
61486,17131
62244,17133
62248,17133
62256,17133
62279,17133
62295,17133
62015,17135
62032,17135
62049,17135
62051,17135
62076,17135
62077,17135
62089,17135
62094,17135
62533,17135
62601,17137
62631,17137
62651,17137
62660,17137
62695,17137
60113,17141
61010,17141
61015,17141
61030,17141
61043,17141
61049,17141
61054,17141
61061,17141
61091,17141
61451,17143
61517,17143
61525,17143
61528,17143
61536,17143
61539,17143
61547,17143
61552,17143
61562,17143
61601,17143
61602,17143
61603,17143
61604,17143
61605,17143
61606,17143
61607,17143
61612,17143
61613,17143
61614,17143
61615,17143
61616,17143
61625,17143
61629,17143
61630,17143
61633,17143
61634,17143
61636,17143
61637,17143
61638,17143
61639,17143
61641,17143
61643,17143
61651,17143
61652,17143
61653,17143
61654,17143
61655,17143
61656,17143
62274,17145
62888,17145
62997,17145
61813,17147
61855,17147
61936,17147
62323,17149
62340,17149
62345,17149
62352,17149
62356,17149
62357,17149
62361,17149
62362,17149
62366,17149
62370,17149
62928,17151
62963,17153
62964,17153
62970,17153
62973,17153
62976,17153
62996,17153
61326,17155
61327,17155
61335,17155
61340,17155
61363,17155
62217,17157
62233,17157
62241,17157
62242,17157
62259,17157
62261,17157
62288,17157
62292,17157
62297,17157
62419,17159
62450,17159
62452,17159
61201,17161
61204,17161
61232,17161
61236,17161
61237,17161
61239,17161
61242,17161
61244,17161
61256,17161
61257,17161
61265,17161
61266,17161
61275,17161
61278,17161
61282,17161
61284,17161
61299,17161
62059,17163
62071,17163
62202,17163
62203,17163
62204,17163
62205,17163
62206,17163
62207,17163
62208,17163
62220,17163
62221,17163
62222,17163
62223,17163
62225,17163
62226,17163
62232,17163
62239,17163
62243,17163
62260,17163
62282,17163
62285,17163
62289,17163
62946,17165
62965,17165
62977,17165
62515,17167
62520,17167
62530,17167
62536,17167
62561,17167
62615,17167
62629,17167
62661,17167
62662,17167
62684,17167
62689,17167
62701,17167
62702,17167
62703,17167
62704,17167
62705,17167
62706,17167
62707,17167
62708,17167
62711,17167
62712,17167
62715,17167
62716,17167
62719,17167
62722,17167
62723,17167
62726,17167
62736,17167
62739,17167
62756,17167
62757,17167
62762,17167
62763,17167
62764,17167
62765,17167
62766,17167
62767,17167
62769,17167
62776,17167
62781,17167
62791,17167
62796,17167
62319,17169
62344,17169
62624,17169
62639,17169
62681,17169
62610,17171
62663,17171
62438,17173
62444,17173
62463,17173
62465,17173
62534,17173
62565,17173
62571,17173
61426,17175
61483,17175
61013,17177
61018,17177
61027,17177
61032,17177
61050,17177
61060,17177
61067,17177
61070,17177
61535,17179
61550,17179
61554,17179
61555,17179
61558,17179
61564,17179
61568,17179
61610,17179
61635,17179
61734,17179
61747,17179
62906,17181
62961,17181
62998,17181
60932,17183
60963,17183
61811,17183
61812,17183
61814,17183
61817,17183
61831,17183
61832,17183
61833,17183
61834,17183
61841,17183
61844,17183
61846,17183
61848,17183
61857,17183
61858,17183
61865,17183
61883,17183
62811,17185
62852,17185
62863,17185
61417,17187
61435,17187
61447,17187
61462,17187
61478,17187
62214,17189
62271,17189
62803,17189
62848,17189
62876,17189
62446,17191
62809,17191
62823,17191
62837,17191
62842,17191
62843,17191
62850,17191
62878,17191
62886,17191
62827,17193
62834,17193
62861,17193
62862,17193
61037,17195
61230,17195
61251,17195
61261,17195
60403,17197
60404,17197
60421,17197
60432,17197
60433,17197
60434,17197
60436,17197
60441,17197
60442,17197
60446,17197
60451,17197
60490,17197
62841,17199
62915,17199
62921,17199
62933,17199
62948,17199
62949,17199
62951,17199
62959,17199
62974,17199
61024,17201
61072,17201
61077,17201
61079,17201
61101,17201
61103,17201
61104,17201
61105,17201
61110,17201
61112,17201
61115,17201
61125,17201
61126,17201
61130,17201
61131,17201
61132,17201
61516,17203
61545,17203
61561,17203
61771,17203
46711,18001
46769,18001
46772,18001
46780,18001
46782,18001
46704,18003
46741,18003
46765,18003
46774,18003
46797,18003
46802,18003
46803,18003
46804,18003
46805,18003
46806,18003
46807,18003
46808,18003
46809,18003
46815,18003
46816,18003
46825,18003
46835,18003
46845,18003
46850,18003
46851,18003
46852,18003
46853,18003
46854,18003
46855,18003
46856,18003
46857,18003
46858,18003
46859,18003
46860,18003
46861,18003
46862,18003
46863,18003
46864,18003
46865,18003
46866,18003
46867,18003
46868,18003
46869,18003
46885,18003
46895,18003
46898,18003
46899,18003
47202,18005
47203,18005
47226,18005
47236,18005
47247,18005
47280,18005
47971,18007
47986,18007
46075,18011
46102,18011
47435,18013
46913,18015
46915,18015
46916,18015
46920,18015
46977,18015
47997,18015
46942,18017
46961,18017
46967,18017
46994,18017
47104,18019
47111,18019
47129,18019
47130,18019
47131,18019
47143,18019
47162,18019
47163,18019
47190,18019
47845,18021
47853,18021
47857,18021
47881,18021
46057,18023
46067,18023
47116,18025
47123,18025
47174,18025
47501,18027
47519,18027
47558,18027
47568,18027
47022,18029
47025,18029
47225,18031
47263,18031
46721,18033
46738,18033
46785,18033
47303,18035
47304,18035
47305,18035
47306,18035
47307,18035
47308,18035
47367,18035
47396,18035
47521,18037
47545,18037
47546,18037
47547,18037
47575,18037
47580,18037
46507,18039
46514,18039
46515,18039
46516,18039
46526,18039
46527,18039
46553,18039
47322,18041
47146,18043
47151,18043
47958,18045
47969,18045
47987,18045
47016,18047
47030,18047
47035,18047
47036,18047
46912,18049
46922,18049
46931,18049
46945,18049
47647,18051
47648,18051
47649,18051
47654,18051
47665,18051
47670,18051
47683,18051
46930,18053
46933,18053
46938,18053
46953,18053
46957,18053
46986,18053
46987,18053
47441,18055
47443,18055
47445,18055
47453,18055
47457,18055
47465,18055
46030,18057
46033,18057
46034,18057
46038,18057
46061,18057
46062,18057
46074,18057
46082,18057
46154,18059
47107,18061
47110,18061
47114,18061
47135,18061
47142,18061
47160,18061
47161,18061
47166,18061
46103,18063
46122,18063
46123,18063
46168,18063
47337,18065
47344,18065
47351,18065
47361,18065
47362,18065
47366,18065
47385,18065
47387,18065
47388,18065
46903,18067
46904,18067
46937,18067
46965,18067
46995,18067
46713,18069
47220,18071
47228,18071
46380,18073
46392,18073
47371,18075
47381,18075
47245,18079
47265,18079
47282,18079
46143,18081
46184,18081
47512,18083
47516,18083
47524,18083
47535,18083
47557,18083
47573,18083
47591,18083
47596,18083
47597,18083
46502,18085
46508,18085
46510,18085
46538,18085
46555,18085
46580,18085
46581,18085
46582,18085
46590,18085
46746,18087
46771,18087
46786,18087
46789,18087
46303,18089
46308,18089
46311,18089
46312,18089
46319,18089
46320,18089
46321,18089
46322,18089
46323,18089
46324,18089
46327,18089
46355,18089
46356,18089
46373,18089
46375,18089
46376,18089
46377,18089
46394,18089
46401,18089
46402,18089
46404,18089
46405,18089
46406,18089
46407,18089
46408,18089
46409,18089
46410,18089
46411,18089
46340,18091
46345,18091
46346,18091
46350,18091
46365,18091
46371,18091
46382,18091
46390,18091
47420,18093
47437,18093
47451,18093
47467,18093
46013,18095
46015,18095
46016,18095
46018,18095
46044,18095
46048,18095
46051,18095
46063,18095
46107,18097
46183,18097
46201,18097
46202,18097
46203,18097
46204,18097
46205,18097
46206,18097
46208,18097
46213,18097
46214,18097
46216,18097
46217,18097
46218,18097
46219,18097
46220,18097
46221,18097
46222,18097
46224,18097
46225,18097
46226,18097
46227,18097
46228,18097
46230,18097
46237,18097
46241,18097
46242,18097
46244,18097
46247,18097
46249,18097
46251,18097
46253,18097
46254,18097
46282,18097
46283,18097
46285,18097
46298,18097
46513,18099
46537,18099
46572,18099
47522,18101
46914,18103
46921,18103
46958,18103
46959,18103
46971,18103
47402,18105
47405,18105
47406,18105
47407,18105
47408,18105
47426,18105
47429,18105
47434,18105
47458,18105
47463,18105
47464,18105
47916,18107
47940,18107
47965,18107
46111,18109
46125,18109
46349,18111
46372,18111
46379,18111
46381,18111
47951,18111
47963,18111
47964,18111
46701,18113
46760,18113
46794,18113
46796,18113
47454,18117
47469,18117
47431,18119
47455,18119
47832,18121
47836,18121
47859,18121
47860,18121
47862,18121
47514,18123
47515,18123
47520,18123
47525,18123
47551,18123
47574,18123
47586,18123
47567,18125
47584,18125
47585,18125
47598,18125
46301,18127
46302,18127
46304,18127
46347,18127
46384,18127
46385,18127
46393,18127
47620,18129
47631,18129
46105,18133
46128,18133
46170,18133
47340,18135
47382,18135
47394,18135
47021,18137
47023,18137
47033,18137
47034,18137
47039,18137
47042,18137
46104,18139
46146,18139
46155,18139
46544,18141
46545,18141
46546,18141
46556,18141
46595,18141
46601,18141
46613,18141
46614,18141
46615,18141
46616,18141
46617,18141
46619,18141
46624,18141
46626,18141
46628,18141
46634,18141
46635,18141
46637,18141
46660,18141
46680,18141
46126,18145
46144,18145
47531,18147
47536,18147
47550,18147
47552,18147
47556,18147
47579,18147
47611,18147
47615,18147
47617,18147
47634,18147
47635,18147
46534,18149
46703,18151
46737,18151
46779,18151
47849,18153
47852,18153
47855,18153
47861,18153
47882,18153
47019,18155
47020,18155
47038,18155
47901,18157
47902,18157
47903,18157
47904,18157
47907,18157
47909,18157
47924,18157
47941,18157
47962,18157
47983,18157
47996,18157
46045,18159
46047,18159
47618,18163
47701,18163
47702,18163
47703,18163
47704,18163
47705,18163
47706,18163
47708,18163
47710,18163
47711,18163
47713,18163
47714,18163
47715,18163
47716,18163
47719,18163
47721,18163
47722,18163
47724,18163
47728,18163
47730,18163
47731,18163
47732,18163
47733,18163
47734,18163
47735,18163
47736,18163
47737,18163
47747,18163
47750,18163
47831,18165
47847,18165
47854,18165
47875,18165
47884,18165
47928,18165
47966,18165
47974,18165
47801,18167
47804,18167
47807,18167
47809,18167
47851,18167
47863,18167
47869,18167
47870,18167
47871,18167
47876,18167
47878,18167
47880,18167
46941,18169
46943,18169
46946,18169
46980,18169
46984,18169
46990,18169
47982,18171
47991,18171
47993,18171
47610,18173
47629,18173
47167,18175
47324,18177
47330,18177
47335,18177
47339,18177
47345,18177
47370,18177
47374,18177
47375,18177
47392,18177
46759,18179
46778,18179
46781,18179
46791,18179
47925,18181
47929,18181
47980,18181
50846,19001
50849,19001
50839,19003
52146,19005
52151,19005
52160,19005
52170,19005
52544,19007
52549,19007
52555,19007
52574,19007
52593,19007
50110,19009
50117,19009
52206,19011
52229,19011
52249,19011
52257,19011
52313,19011
52315,19011
52345,19011
52346,19011
52349,19011
52354,19011
50614,19013
50623,19013
50626,19013
50634,19013
50667,19013
50701,19013
50702,19013
50703,19013
50704,19013
50707,19013
50031,19015
50040,19015
50152,19015
50212,19015
50223,19015
50631,19017
50676,19017
50641,19019
50644,19019
50682,19019
52326,19019
52329,19019
50576,19021
50592,19021
50602,19023
50608,19023
50611,19023
50649,19023
50551,19025
50552,19025
50579,19025
51401,19027
51430,19027
51444,19027
51451,19027
51452,19027
51459,19027
50274,19029
52337,19031
52721,19031
52772,19031
50402,19033
50428,19033
50467,19033
50469,19033
50477,19033
51012,19035
51037,19035
51049,19035
50661,19037
51340,19041
51341,19041
51343,19041
51357,19041
52043,19043
52044,19043
52047,19043
52048,19043
52049,19043
52066,19043
52072,19043
52077,19043
52158,19043
52254,19045
52701,19045
52727,19045
52729,19045
52730,19045
52732,19045
52742,19045
52750,19045
52751,19045
52757,19045
52771,19045
52774,19045
51432,19047
51439,19047
51441,19047
51442,19047
51460,19047
51465,19047
51520,19047
50003,19049
50063,19049
50066,19049
50167,19049
50263,19049
52560,19051
52584,19051
50065,19053
50067,19053
50144,19053
50262,19053
52036,19055
52038,19055
52041,19055
52057,19055
52223,19055
52601,19057
52638,19057
52650,19057
52655,19057
52660,19057
51331,19059
51355,19059
51360,19059
51363,19059
52001,19061
52002,19061
52003,19061
52004,19061
52039,19061
52045,19061
52046,19061
52056,19061
52068,19061
52099,19061
50531,19063
51365,19063
50655,19065
50681,19065
52142,19065
52147,19065
52164,19065
52166,19065
52175,19065
50435,19067
50620,19067
50653,19067
50041,19069
50227,19069
50427,19069
50431,19069
50441,19069
50452,19069
50633,19069
51639,19071
51640,19071
51648,19071
51650,19071
51652,19071
51654,19071
50059,19073
50624,19075
50642,19075
50657,19075
50673,19075
50680,19075
50115,19077
50075,19079
50130,19079
50132,19079
50231,19079
50246,19079
50432,19081
50439,19081
50102,19083
50259,19083
51546,19085
51550,19085
51556,19085
51557,19085
51564,19085
51579,19085
52647,19087
52652,19087
52134,19089
52155,19089
50529,19091
50545,19091
50582,19091
51445,19093
52204,19095
52220,19095
52251,19095
52307,19095
52308,19095
52334,19095
52361,19095
52030,19097
52071,19097
52074,19097
52075,19097
50127,19099
50135,19099
50137,19099
50208,19099
50232,19099
52556,19101
52557,19101
52235,19103
52240,19103
52241,19103
52242,19103
52243,19103
52244,19103
52245,19103
52246,19103
52317,19103
52340,19103
52212,19105
52252,19105
52312,19105
52321,19105
52362,19105
50255,19107
52231,19107
52335,19107
52562,19107
52568,19107
52591,19107
50451,19109
50480,19109
50511,19109
50517,19109
50522,19109
50556,19109
50559,19109
50590,19109
52619,19111
52624,19111
52625,19111
52627,19111
52631,19111
52632,19111
52639,19111
52648,19111
52657,19111
52202,19113
52214,19113
52219,19113
52233,19113
52302,19113
52328,19113
52341,19113
52344,19113
52401,19113
52402,19113
52403,19113
52405,19113
52406,19113
52408,19113
52409,19113
52410,19113
52411,19113
52498,19113
52653,19115
52737,19115
52752,19115
50272,19117
51230,19119
51237,19119
51241,19119
51242,19119
51246,19119
50218,19121
52534,19123
52543,19123
52577,19123
52595,19123
50062,19125
50116,19125
50119,19125
50138,19125
50163,19125
50005,19127
50051,19127
50078,19127
50120,19127
50142,19127
51534,19129
51540,19129
51554,19129
51561,19129
50454,19131
50455,19131
50476,19131
50481,19131
51010,19133
51040,19133
51051,19133
51572,19133
50847,19137
51573,19137
52749,19139
52759,19139
51009,19141
51231,19141
51245,19141
51354,19143
51630,19145
51631,19145
51636,19145
51637,19145
51651,19145
51656,19145
50527,19147
50528,19147
50536,19147
51001,19149
51008,19149
51024,19149
51038,19149
51045,19149
51062,19149
50571,19151
50573,19151
50574,19151
50593,19151
50007,19153
50009,19153
50021,19153
50023,19153
50032,19153
50035,19153
50073,19153
50131,19153
50301,19153
50302,19153
50303,19153
50304,19153
50305,19153
50309,19153
50310,19153
50311,19153
50312,19153
50313,19153
50314,19153
50315,19153
50316,19153
50317,19153
50318,19153
50319,19153
50322,19153
50324,19153
50327,19153
50328,19153
50359,19153
50360,19153
50361,19153
50362,19153
50363,19153
50364,19153
50368,19153
50380,19153
50391,19153
50392,19153
50395,19153
50398,19153
50947,19153
51501,19155
51510,19155
51525,19155
51526,19155
51536,19155
51542,19155
51548,19155
51553,19155
51560,19155
51575,19155
51576,19155
50157,19157
50171,19157
52211,19157
50835,19159
50854,19159
50860,19159
50863,19159
50535,19161
50583,19161
51450,19161
52722,19163
52728,19163
52746,19163
52748,19163
52753,19163
52758,19163
52767,19163
52768,19163
52801,19163
52802,19163
52803,19163
52804,19163
52805,19163
52806,19163
52807,19163
52808,19163
52809,19163
51446,19165
51447,19165
51530,19165
51537,19165
51578,19165
51011,19167
51244,19167
51250,19167
50010,19169
50011,19169
50012,19169
50013,19169
50056,19169
50105,19169
50201,19169
50278,19169
50652,19171
52217,19171
52342,19171
52348,19171
50848,19173
50862,19173
50830,19175
50831,19175
50842,19175
52542,19177
52565,19177
52573,19177
52530,19179
52548,19179
52566,19179
50001,19181
50118,19181
50125,19181
50145,19181
50160,19181
50166,19181
50241,19181
52353,19183
52359,19183
50008,19185
50052,19185
50165,19185
52583,19185
50501,19187
50518,19187
50521,19187
50523,19187
50557,19187
50569,19187
50594,19187
50453,19189
50465,19189
50473,19189
50478,19189
52149,19191
52165,19191
52168,19191
51004,19193
51007,19193
51015,19193
51030,19193
51039,19193
51044,19193
51052,19193
51054,19193
51101,19193
51102,19193
51104,19193
51105,19193
51106,19193
51111,19193
50440,19195
50448,19195
50101,19197
50525,19197
66732,20001
66742,20001
66751,20001
66032,20003
66091,20003
66016,20005
66023,20005
67057,20007
67070,20007
67071,20007
67104,20007
67143,20007
67525,20009
67564,20009
66741,20011
66769,20011
66779,20011
66425,20013
66434,20013
66515,20013
66527,20013
66842,20015
67002,20015
67010,20015
67012,20015
67041,20015
67042,20015
67074,20015
67123,20015
67132,20015
67144,20015
66845,20017
66850,20017
66862,20017
67334,20019
67355,20019
67360,20019
67361,20019
66713,20021
66725,20021
66728,20021
66739,20021
66770,20021
66773,20021
66778,20021
66782,20021
67731,20023
67756,20023
67831,20025
67840,20025
67468,20027
67417,20029
66839,20031
66857,20031
67029,20033
67155,20033
67005,20035
67019,20035
67023,20035
67038,20035
67102,20035
67156,20035
66712,20037
66734,20037
66735,20037
66743,20037
66756,20037
66760,20037
66763,20037
67635,20039
67643,20039
67441,20041
67482,20041
67492,20041
66008,20043
66024,20043
66035,20043
66087,20043
66090,20043
66045,20045
66046,20045
66047,20045
66049,20045
67519,20047
67552,20047
67345,20049
67601,20051
67627,20051
67660,20051
67667,20051
67671,20051
67674,20051
67439,20053
67454,20053
67868,20055
67882,20057
66067,20059
66076,20059
66078,20059
67736,20063
67737,20063
67751,20063
67625,20065
67650,20065
67843,20069
67879,20071
66853,20073
66855,20073
66863,20073
67836,20075
67857,20075
67003,20077
67036,20077
67150,20077
67056,20079
67117,20079
67849,20083
67854,20083
66418,20085
66440,20085
66509,20085
66066,20087
66070,20087
66073,20087
66429,20087
66936,20089
66942,20089
66956,20089
66963,20089
66970,20089
66018,20091
66031,20091
66051,20091
66061,20091
66062,20091
66063,20091
66085,20091
66201,20091
66202,20091
66203,20091
66204,20091
66205,20091
66206,20091
66207,20091
66208,20091
66209,20091
66210,20091
66211,20091
66212,20091
66213,20091
66214,20091
66215,20091
66218,20091
66219,20091
66220,20091
66221,20091
66223,20091
66224,20091
66225,20091
66226,20091
66227,20091
66250,20091
66251,20091
66276,20091
66282,20091
66283,20091
66285,20091
66286,20091
67111,20095
67142,20095
67109,20097
67330,20099
67332,20099
67342,20099
67354,20099
66020,20103
66027,20103
66043,20103
66052,20103
66075,20107
66767,20107
66830,20111
66833,20111
66835,20111
67443,20113
67460,20113
67476,20113
66851,20115
66861,20115
67053,20115
67063,20115
67073,20115
67438,20115
67483,20115
66406,20117
66438,20117
66508,20117
66518,20117
66541,20117
67864,20119
66036,20121
66053,20121
66071,20121
67446,20123
67478,20123
67301,20125
67340,20125
67363,20125
67364,20125
66873,20127
67950,20129
66408,20131
66415,20131
66417,20131
66522,20131
66538,20131
66733,20133
66740,20133
66771,20133
67515,20135
67516,20135
67518,20135
67560,20135
67622,20137
67629,20137
67654,20137
66451,20139
66510,20139
66537,20139
66543,20139
67473,20141
67623,20141
67422,20143
67529,20145
67574,20145
67621,20147
67644,20147
67647,20147
67664,20147
66520,20149
66535,20149
67021,20151
67066,20151
67124,20151
67730,20153
67739,20153
67744,20153
67745,20153
67501,20155
67505,20155
67510,20155
67514,20155
67566,20155
67568,20155
67581,20155
67585,20155
66959,20157
66961,20157
66964,20157
67457,20159
67524,20159
67554,20159
67573,20159
66449,20161
66503,20161
66505,20161
66506,20161
66517,20161
66531,20161
66554,20161
67669,20163
67513,20165
67548,20165
67553,20165
67559,20165
67626,20167
67634,20167
67402,20169
67442,20169
67001,20173
67016,20173
67030,20173
67037,20173
67050,20173
67052,20173
67055,20173
67060,20173
67067,20173
67101,20173
67149,20173
67201,20173
67202,20173
67203,20173
67204,20173
67205,20173
67206,20173
67207,20173
67208,20173
67209,20173
67210,20173
67211,20173
67212,20173
67213,20173
67214,20173
67215,20173
67216,20173
67217,20173
67218,20173
67219,20173
67220,20173
67221,20173
67223,20173
67226,20173
67227,20173
67235,20173
67260,20173
67275,20173
67276,20173
67277,20173
67278,20173
67859,20175
67901,20175
66420,20177
66601,20177
66603,20177
66604,20177
66605,20177
66606,20177
66607,20177
66608,20177
66609,20177
66611,20177
66612,20177
66616,20177
66619,20177
66620,20177
66621,20177
66622,20177
66624,20177
66625,20177
66626,20177
66629,20177
66630,20177
66636,20177
66647,20177
66667,20177
66675,20177
66683,20177
66699,20177
67733,20181
67735,20181
66932,20183
66952,20183
66967,20183
67628,20183
67638,20183
67545,20185
67862,20187
67013,20191
67022,20191
67103,20191
67105,20191
67140,20191
67152,20191
67734,20193
67743,20193
67631,20195
66423,20197
66501,20197
66507,20197
66526,20197
67758,20199
66943,20201
66944,20201
66946,20201
66953,20201
66955,20201
66958,20201
66968,20201
66710,20205
66714,20205
66761,20207
66101,20209
66102,20209
66103,20209
66104,20209
66105,20209
66111,20209
66112,20209
66115,20209
66117,20209
